GEO,DGUID2,Farm type,Operator income,UOM1,UOM_ID,SCALAR_ID,VECTOR,COORDINATE1,COORDINATE2,COORDINATE3,COORDINATE4,VALUE,SYMBOL,TERMINATED,DECIMALS,REF_DATE1_Alberta,REF_DATE1_British Columbia,REF_DATE1_Canada,REF_DATE1_Manitoba,REF_DATE1_New Brunswick,REF_DATE1_Newfoundland and Labrador,REF_DATE1_Nova Scotia,REF_DATE1_Ontario,REF_DATE1_Prince Edward Island,REF_DATE1_Quebec,REF_DATE1_Saskatchewan,REF_DATE1_nan,REF_DATE2_Rate,REF_DATE2_nan,DGUID1_A,DGUID1_nan,DGUID3_Rate,DGUID3_nan,UOM2_Farm operators,UOM2_nan,SCALAR_FACTOR_units,SCALAR_FACTOR_nan,STATUS_0,STATUS_E,STATUS_F,STATUS_nan,clazz
2016,210,0,0,25000,372,0,1001442847,2,1,2,-1,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,0,0,999999,372,0,1001442846,2,1,1,-1,495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,0,100000,249999,372,0,1001442851,2,1,6,-1,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-1
2016,210,0,250000,999999,372,0,1001442852,2,1,7,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,0,25000,49999,372,0,1001442848,2,1,3,-1,170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,0,50000,74999,372,0,1001442849,2,1,4,-1,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,0,75000,99999,372,0,1001442850,2,1,5,-1,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1111,0,25000,372,0,1001442896,2,8,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1111,0,999999,372,0,1001442895,2,8,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1
2016,210,1111,100000,249999,372,0,1001442900,2,8,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1111,250000,999999,372,0,1001442901,2,8,7,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1111,25000,49999,372,0,1001442897,2,8,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1111,50000,74999,372,0,1001442898,2,8,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1
2016,210,1111,75000,99999,372,0,1001442899,2,8,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1112,0,25000,372,0,1001442903,2,9,2,-1,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-1
2016,210,1112,0,999999,372,0,1001442902,2,9,1,-1,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1112,100000,249999,372,0,1001442907,2,9,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1
2016,210,1112,250000,999999,372,0,1001442908,2,9,7,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1112,25000,49999,372,0,1001442904,2,9,3,-1,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-1
2016,210,1112,50000,74999,372,0,1001442905,2,9,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1
2016,210,1112,75000,99999,372,0,1001442906,2,9,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1
2016,210,1113,0,25000,372,0,1001442910,2,10,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-1
2016,210,1113,0,999999,372,0,1001442909,2,10,1,-1,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-1
